"";"Champs";"Regie";"Soil_type";"mean_temp";"total_precip";"frozen";"Rendement";"Pureté";"N_Fert";"P_Fert";"K_Fert";"Mg_Fert";"S_Fert";"Ca_Fert";"Zn_Fert";"Cu_Fert";"B_Fert";"Mn_Fert";"PhEau";"Age";"Ca_Sol (ppm)";"P_Sol (ppm)";"Al_Sol (ppm)";"K_Sol (ppm)";"Mg_Sol (ppm)";"Zn_Sol (ppm)";"Cu_Sol (ppm)";"Mn_Sol (ppm)";"B_Sol (ppm)";"Fe_Sol (ppm)";"N_Fol (%)";"P_Fol (%)";"K_Fol (%)";"Ca_Fol (%)";"Mg_Fol (%)";"B_Fol (%)";"Cu_Fol (%)";"Fe_Fol (%)";"Mn_Fol (%)";"Zn_Fol (%)";"Al_Fol (%)"
"719";"09";"Organic";"Sand";15,4114754098361;6155,8;56;19127;1;28,8;21;90;3;27;37,8;0;0;0;0;4,62;20;119,8;276,6;1380;65,6;19;1,04;3,078;2,56;0,48;233,5;1,1;0,13;0,52;1,16;0,25;0,00304;0,00048;0,01483;0,12673;0,00241;0,00954
"720";"10";"Organic";"Sand";13,6818681318681;9125,2;112;19631,790688464;1;33,6;24,5;100;3,5;215,16;44,1;0;2;0;0;4,5;18;167;222;1382;87;20;1,4;3,71;2,5;0,4;344,56;0,012;0,0012;0,0052;0,0125;0,0025;0,00266;0,00041;0,00869;0,06646;0,00283;0,0200156
"721";"10";"Organic";"Sand";14,1227777777778;8258,6;252;13516;1;28,8;21;62,5;3;107,7;37,8;0;1,25;0;0;4,54;19;155,8;242;1315;79,4;22,6;1,44;3,15;2,34;0,46;267,242;1;0,14;0,53;1,04;0,25;0,00259;0,00042;0,01537;0,07498;0,00222;0,00948
"722";"10";"Organic";"Sand";15,4114754098361;6155,8;56;19414;1;28,8;21;90;3;27;37,8;0;0;0;0;4,5;20;127,6;243,8;1261;71,6;23,2;1,2;2,968;2,28;0,46;265,416;1,1;0,13;0,58;1,08;0,23;0,00314;0,00062;0,02806;0,09785;0,00215;0,008
"723";"11";"Organic";"Sand";13,6818681318681;9125,2;112;19901,0821307178;0,95;43,2;31,5;105;4,5;215,16;56,7;0;2;0;0;4,6;11;144;114;1394;74;17;0,9;2,6;2;0,2;277,24;0,012;0,0012;0,0056;0,0122;0,0025;0,00289;0,00033;0,01259;0,07435;0,00255;0,0185642
"724";"11";"Organic";"Sand";14,1227777777778;8258,6;252;12023;0,95;40,2;28,3;67,8;4;152,7;50,4;0;1,25;0;0;4,6;12;169,8;224,8;1435,6;94,2;26;1,64;2,992;2,24;0,42;266,344;1,1;0,14;0,57;1,26;0,27;0,00332;0,00041;0,01503;0,09051;0,00293;0,00558
"725";"12";"Organic";"Sand";13,6818681318681;9125,2;112;19901,0821307178;0,909090909090909;43,2;31,5;105;4,5;237,66;56,7;0;2;0;0;4,7;11;149;112;1438;85;20;0,9;2,45;2;0,4;314,85;0,012;0,0012;0,0061;0,0115;0,0027;0,00287;0,00031;0,01374;0,00186;0,00227;0,0141334
"726";"12";"Organic";"Sand";14,1227777777778;8258,6;252;12023;0,909090909090909;38,4;28;67,5;4;152,7;50,4;0;1,25;0;0;4,58;12;167;264,6;1526,4;89,4;24,2;1,52;3,158;2,22;0,42;265,064;1,1;0,14;0,56;1,08;0,25;0,00293;0,00041;0,01491;0,07972;0,00259;0,00484
"727";"13";"Organic";"Sand";13,6818681318681;9125,2;112;18725,772402;0,971014492753623;43,2;31,5;105;4,5;215,16;56,7;0;2;0;0;5;12;163;150;1386;96;23;1,1;3,33;3,1;0,4;359,03;0,013;0,0013;0,0049;0,0126;0,0025;0,00275;0,00035;0,00912;0,00339;0,00252;0,0151394
"728";"13";"Organic";"Sand";14,1227777777778;8258,6;252;12217;0,971014492753623;38,4;28;67,5;4;287,7;50,4;0;1,25;0;0;4,68;13;177,4;247,8;1357,8;88;24,6;1,48;2,664;2,36;0,38;255,522;1;0,14;0,5;1,21;0,25;0,00264;0,00039;0,01304;0,08295;0,00256;0,00638
"729";"13";"Organic";"Sand";15,4114754098361;6155,8;56;13025;0,971014492753623;28,8;21;90;3;27;37,8;0;0;0;0;4,8;14;148;247;1467,6;70,6;20,4;1,04;2,932;2,22;0,5;235,044;1,1;0,14;0,56;1,11;0,24;0,00274;0,00053;0,05282;0,10502;0,00232;0,00838
"730";"14";"Organic";"Sand";13,6818681318681;9125,2;112;23865,6928488632;0,96;50,4;36,75;108,75;5,25;215,16;66,15;0;2;0;0;4,9;9;159;67;1443;51;15;0,7;1,72;3,4;0,4;194,61;0,011;0,0013;0,0062;0,0123;0,0024;0,00263;0,00032;0,00739;0,00166;0,00211;0,0152086
"731";"14";"Organic";"Sand";14,1227777777778;8258,6;252;13065;0,96;38,4;28;67,5;4;287,7;50,4;0;1,25;0;0;4,88;10;153,6;183,4;1520,6;60;17,6;0,96;2,128;2,28;0,5;194,464;1;0,13;0,49;1,12;0,23;0,00294;4e-04;0,00958;0,06436;0,00252;0,00448
"732";"14";"Organic";"Sand";15,4114754098361;6155,8;56;16187;0,96;28,8;21;90;3;27;37,8;0;0;0;0;4,64;11;139;202,8;1411;71,6;19,4;1,26;2,744;2,28;0,58;239,442;1,1;0,12;0,55;1,12;0,22;0,00292;6e-04;0,03534;0,08203;0,00218;0,00918
"733";"15";"Organic";"Sand";13,6818681318681;9125,2;112;26619,462089856;0,95;43,2;31,5;105;4,5;215,16;56,7;0;2;0;0;4,7;10;100;89;1205;63;17;0,7;2,08;2;0,3;254,27;0,012;0,0013;0,0059;0,0129;0,0025;0,00295;0,00035;0,00814;0,002;0,00266;0,0135642
"734";"15";"Organic";"Sand";14,1227777777778;8258,6;252;9746;0,95;40,2;28,3;67,8;4;152,7;50,4;0;1,25;0;0;4,84;11;117,6;160,6;1299;57,4;17,6;0,76;2,522;2;0,4;200,442;1,1;0,14;0,51;1,15;0,26;0,00297;0,00042;0,01302;0,07325;0,00262;0,00708
"735";"15";"Organic";"Sand";15,4114754098361;6155,8;56;19408;0,95;37,53;26,505;94,005;3,75;27;47,25;0;0;0;0;4,64;12;115,2;179,6;1377,6;65;17,4;1;3,328;2;0,44;225,842;1,1;0,12;0,57;1,07;0,22;0,00269;0,00059;0,04478;0,08133;0,00229;0,00938
"736";"16.1";"Organic";"Sand";13,6818681318681;9125,2;112;29537,8680430392;0,928571429;57,6;42;112,5;6;215,16;75,6;0;2;0;0;5,2;6;110;67;1539;50;15;0,5;1,65;2,3;0,3;195,36;0,013;0,0011;0,0075;0,0115;0,0024;0,00313;3e-04;0,00718;0,00205;0,0022;0,0132964
"737";"16.1";"Organic";"Sand";14,1227777777778;8258,6;252;18869;0,928571429;40,2;28,3;67,8;4;242,7;50,4;0;1,25;0;0;5,12;7;114,2;84,4;1152,4;49,6;18,2;0,66;2,014;2,06;0,42;154,276;1,1;0,13;0,61;1,2;0,25;0,00322;5e-04;0,01115;0,11424;0,00252;0,00498
"738";"16.1";"Organic";"Sand";15,4114754098361;6155,8;56;24763;0,928571429;56,73;40,505;104,005;5,75;27;72,45;0;0;0;0;4,88;8;104,4;141,4;1197,2;52,6;16,2;0,78;2,372;2,06;0,44;180,752;1,1;0,11;0,5;1,24;0,22;0,00332;0,00049;0,06208;0,11405;0,00265;0,00962
"739";"16.2";"Organic";"Sand";13,6818681318681;9125,2;112;29537,8680430392;0,912621359;57,6;42;112,5;6;215,16;75,6;0;2;0;0;4,8;6;115;51;1621;58;23;0,6;0,79;2,4;0,4;287,37;0,013;0,0012;0,0078;0,0119;0,0026;0,00276;0,00032;0,00725;0,00119;0,00222;0,013783
"740";"16.2";"Organic";"Sand";14,1227777777778;8258,6;252;18869;0,912621359;40,2;28,3;67,8;4;242,7;50,4;0;1,25;0;0;5,04;7;115,2;81,2;1168,8;51,2;19,8;0,68;1,842;2,08;0,44;172,678;1,1;0,13;0,54;1,23;0,25;0,00276;0,00043;0,00864;0,09017;0,00242;0,00448
"741";"16.2";"Organic";"Sand";15,4114754098361;6155,8;56;24763;0,912621359;56,73;40,505;104,005;5,75;27;72,45;0;0;0;0;4,8;8;105,4;138,2;1213,6;54,2;17,8;0,8;2,2;2,08;0,46;199,154;1;0,12;0,54;1,24;0,23;0,00321;0,00053;0,0538;0,08998;0,00269;0,00916
"742";"16.3";"Organic";"Sand";13,6818681318681;9125,2;112;29537,8680430392;0,957446809;52,8;38,5;110;5,5;215,16;69,3;0;2;0;0;4,6;6;117;69;692;48;18;1;0,91;2,3;0,2;162,16;0,014;0,0014;0,0083;0,0112;0,0027;0,00265;0,00037;0,00701;0,00177;0,0025;0,015742
"743";"16.3";"Organic";"Sand";14,1227777777778;8258,6;252;18869;0,957446809;40,2;28,3;67,8;4;242,7;50,4;0;1,25;0;0;5;7;115,6;84,8;983;49,2;18,8;0,76;1,866;2,06;0,4;147,636;1,1;0,13;0,46;1,23;0,25;0,00262;0,00036;0,00782;0,06983;0,00246;0,00502
"744";"16.3";"Organic";"Sand";15,4114754098361;6155,8;56;24763;0,957446809;56,73;40,505;104,005;5,75;27;72,45;0;0;0;0;4,76;8;105,8;141,8;1027,8;52,2;16,8;0,88;2,224;2,06;0,42;174,112;1,1;0,12;0,53;1,2;0,22;0,00289;0,00047;0,04028;0,07086;0,0024;0,01018
"745";"01";"Conventional";"Sand";14,1227777777778;8258,6;252;20918;0,9239757734;33,9;33,9;87,9;8,1;64,44;0;0;0;0;0;4,5;16,2;147,2;230,6;1466;80,2;20;1,16;3,122;2,84;0,54;253,1;1,1;0,12;0,58;1,24;0,26;0,00172;0,00055;0,00551;0,0558;0,00284;0,0066964
"746";"02";"Conventional";"Sand";14,1227777777778;8258,6;252;26899;0,9768115942;33,9;33,9;71,4;0;47,94;0;0;0;0;0;4,52;17,4;146,6;226,8;1477,6;80,6;20;1,14;3,024;2,86;0,54;264,128;1,2;0,12;0,61;1,15;0,26;0,00157;0,00053;0,00481;0,06619;0,00264;0,0073564
"747";"05";"Conventional";"Sand";14,1227777777778;8258,6;252;19233;0,9313333334;26,08;26,08;80,08;8,1;56,24;0;0;0;0;0;4,566245;16,4;188,82237062;304,73622704;1402,8744882;77,888480802;22,099833056;1,5008681136;4,2273522538;3,036193656;0,5;300,9288581;1,3;0,11;0,47;1,09;0,28;0,00188;0,00041;0,00866;0,07403;0,00264;0,0072618
"748";"06";"Conventional";"Sand";14,1227777777778;8258,6;252;20923;0,748;14,34;14,34;68,34;8,1;44,76;0;0;0;0;0;4,56;18,2;146,6;269,8;1451,2;82,6;20,2;1,02;3,79;2,92;0,52;287,358;1,2;0,13;0,55;0,93;0,25;0,00155;0,00045;0,00931;0,06686;0,00226;0,0066744
"749";"09";"Conventional";"Sand";14,1227777777778;8258,6;252;24410;0,8650871938;33,9;33,9;87,9;8,1;64,44;0;0;0;0;0;4,56;15,6;130,6;238;1375,6;77,2;18,2;1,08;3,902;2,96;0,5;248,752;1,3;0,12;0,59;1,13;0,27;0,00171;0,00048;0,00467;0,06668;0,00263;0,0070152
"750";"10";"Conventional";"Sand";14,1227777777778;8258,6;252;24947;0,9372903226;26,08;26,08;80,08;8,1;56,24;0;0;0;0;0;4,457793;11;100,047888316;216,020636914;834,25139722;56,7701818736;21,4684576682;0,97475552;2,7908475698;2,0489338762;0,52;250,97323226;1,2;0,12;0,55;1,23;0,26;0,00185;0,00047;0,00515;0,06712;0,00257;0,00894
"751";"11";"Conventional";"Sand";14,1227777777778;8258,6;252;18309;0,9416969696;24,76;24,76;78,76;8,1;56,24;0;0;0;0;0;4,549097;15,4;135,78580348;265,58494906;1145,7777098;80,1730013;23,070456786;1,3115346698;3,7972454814;2,0768912258;0,4;276,03379362;1,3;0,12;0,55;0,88;0,22;0,00122;4e-04;0,00505;0,03489;0,00171;0,00614725486
"752";"12";"Conventional";"Sand";14,1227777777778;8258,6;252;25989;0,7222040692;24,76;24,76;78,76;8,1;56,24;0;0;0;0;0;4,596153;16,8;154,504239072;222,54518316;1276,1630448;59,587604906;21,08116245;1,4469396712;3,803895284;2,2256680964;0,46;326,79255198;1,2;0,12;0,51;1,03;0,25;0,00117;0,00043;0,00632;0,04282;0,00187;0,0063776
"753";"13";"Conventional";"Sand";14,1227777777778;8258,6;252;34271;0,7483160256;26,08;26,08;80,08;8,1;56,24;0;0;0;0;0;4,503218;19;193,49405572;155,354601644;1162,58250218;52,752849466;19,848654076;1,8520908226;2,9313452794;2,0110040034;0,5;332,31649812;1,1;0,12;0,47;0,96;0,25;0,00144;0,00035;0,00737;0,03179;0,00182;0,0055524
"754";"14";"Conventional";"Sand";14,1227777777778;8258,6;252;28208;0,8827560698;26,08;26,08;80,08;8,1;56,24;0;0;0;0;0;4,455699;21,2;200,953880992;144,27262982;1192,4956884;37,137659258;18,106438636;2,2333976374;3,7925264408;2,7791294154;0,58;424,24020976;1,1;0,12;0,44;1,03;0,28;0,00157;0,00035;0,00703;0,02883;0,00197;0,0052486
"755";"15";"Conventional";"Sand";14,1227777777778;8258,6;252;15489;0,9296760712;13,02;13,02;67,02;8,1;44,76;0;0;0;0;0;4,493833;18,6;112,12062665;157,785823752;1147,34329526;43,704178948;12,1942939508;1,0582073194;2,4248453358;1,394464201;0,46;246,46233776;1,1;0,11;0,47;0,96;0,25;0,00161;0,00038;0,00623;0,02918;0,00177;0,00606186832
"756";"16";"Conventional";"Sand";14,1227777777778;8258,6;252;25195;0,963726081;24,76;24,76;78,76;8,1;56,24;0;0;0;0;0;4,424439;21,2;166,525031152;198,62538118;1172,9450196;53,978694014;18,668291162;1,7088208594;4,1421131058;2,945074037;0,48;363,81734406;1,1;0,11;0,45;1,05;0,24;0,00183;0,00039;0,0056;0,0303;0,00248;0,0056514
"757";"01";"Conventional";"Sand";14,1227777777778;8258,6;252;25242;0,63;39,91;39,91;61,91;10,8;72,348;0;0;0;0;0;4,56;10;134,6;242,6;1086,6;74,4;21,8;1,1;3,35;2,36;0,44;224,1;1,1;0,134;0,594;1,05;0,24;0,002884;0,000462;0,006864;0,056906;0,002228;0,00752
"758";"01";"Conventional";"Sand";15,4114754098361;6155,8;56;34848;0,63;39;39;96;10,8;83,92;0;0;0,25;0;0;4,8;11;117;190;732;77;32;0,6;3,43;2;0,2;229,49;1,2;0,13;0,55;1,09;0,22;0,00295;0,00036;0,00412;0,08334;0,00191;0,0062
"759";"02";"Conventional";"Sand";14,1227777777778;8258,6;252;23497;0,87;30,16;30,16;52,16;10,8;60,048;0;0;0;0;0;4,54;10;136,4;211,2;965,2;80;26,2;1,06;3,2;2,74;0,44;262,206;1,2;0,132;0,582;1,044;0,23;0,002656;0,000464;0,005002;0,055934;0,002182;0,00888
"760";"02";"Conventional";"Sand";15,4114754098361;6155,8;56;39848;0,87;39;39;96;10,8;83,8;0;0;0;0;0;4,7;11;170;142;504;99;54;1;3,17;3,9;0,2;358,39;1,2;0,13;0,54;1,09;0,23;0,00291;0,00041;0,00463;0,07597;0,00172;0,007
"761";"03";"Conventional";"Sand";14,1227777777778;8258,6;252;26285;0,67;39,91;39,91;61,91;10,8;72,348;0;0;0;0;0;4,62;10;132,8;240,2;1089,8;84,2;25,6;1,08;3,024;2,62;0,44;264,92;1,2;0,166;0,72;1,2;0,284;0,003956;0,000498;0,007704;0,056004;0,00253;0,00698
"762";"03";"Conventional";"Sand";15,4114754098361;6155,8;56;39275;0,67;42,25;42,25;99,25;10,8;88,02;0;0;0,25;0;0;4,9;11;114;130;457;101;42;0,9;3,01;2,5;0,3;329,25;1,2;0,13;0,57;1,02;0,23;0,00306;0,00035;0,00492;0,0653;0,0016;0,0068
"763";"04";"Conventional";"Sand";14,1227777777778;8258,6;252;22614;0,82;39,91;39,91;101,91;10,8;86,748;0;0;0;0;0;4,6;10;148,4;219,2;1274,6;66,74;21;1,08;3,08;2,74;0,52;225,48;1,2;0,10824;0,46514;0,82206;0,17648;0,00327;0,000444;0,00504;0,050698;0,00221;0,00764
"764";"04";"Conventional";"Sand";15,4114754098361;6155,8;56;33439;0,82;45,5;45,5;102,5;10,8;92,12;0;0;0,25;0;0;4,9;11;156;190;923;0,7;24;0,7;2,89;3,4;0,5;127,22;1,2;0,13;0,6;1,11;0,21;0,00307;0,00041;0,00427;0,06646;0,00182;0,0068
"765";"05";"Conventional";"Sand";14,1227777777778;8258,6;252;21891;0,77;39,91;39,91;101,91;10,8;86,748;0;0;0;0;0;4,6;10;147,8;228,4;1166;78,4;21,8;1,2;3,494;3,2;0,46;224,86;1,2;0,132;0,576;1,048;0,236;0,002894;0,000438;0,006216;0,059142;0,00224;0,00836
"766";"05";"Conventional";"Sand";15,4114754098361;6155,8;56;31189;0,77;45,5;45,5;102,5;10,8;92,12;0;0;0,25;0;0;5;11;136;124;756;62;22;1,1;1,91;5,5;0,3;122,48;1,1;0,14;0,67;1;0,2;0,00238;0,00044;0,00504;0,04655;0,00146;0,009
"767";"01";"Organic";"Organic";14,1227777777778;8258,6;252;16304,5;0,99;14,4;10,5;109,5;12,3;230,8;18,9;0;0;0;0;4,6;24;2160;113;600;131;113;2,5;3,56;2,7;0,5;249,38;1,1;0,13;0,58;1,33;0,24;0,00308;0,00068;0,00398;0,02874;0,00312;0,0102
"768";"01";"Organic";"Organic";15,4114754098361;6155,8;56;20218;0,99;4,8;3,5;126,5;22,1;252,8;6,3;0;0;0;0;4,6;25;2502;90;484;143;134;2,3;7,28;2,9;0,7;245,36;1,1;0,13;0,58;1,33;0,24;0,00308;0,00068;0,00398;0,02874;0,00312;0,008
"769";"02";"Organic";"Organic";14,1227777777778;8258,6;252;13461,5;0,848;14,4;10,5;109,5;12,3;50,8;18,9;0;0;0;0;4,4;23;3519;54;280;240;225;3;4,87;4,1;0,6;158,33;1,1;0,13;0,66;1,03;0,19;0,00228;0,00034;0,00316;0,01662;0,00194;0,0076
"770";"02";"Organic";"Organic";15,4114754098361;6155,8;56;32846;0,87;9,6;7;107;11,8;230,8;12,6;0;0;0;0;4,6;24;2581;70;360;161;159;2,1;4,37;2,4;0,7;129,9;1,1;0,13;0,66;1,03;0,19;0,00228;0,00034;0,00316;0,01662;0,00194;0,0086
"771";"03";"Organic";"Organic";14,1227777777778;8258,6;252;8699;1;4,8;3,5;104,5;11,3;230,8;6,3;0;0;0;0;4,4;23;2737;134;492;158;142;2,8;8,22;3,7;0,5;216,77;1,1;0,13;0,62;1,07;0,19;0,00251;0,00039;0,00343;0,03471;0,00278;0,0079
"772";"04";"Organic";"Organic";14,1227777777778;8258,6;252;6063,5;0,848;4,8;3,5;104,5;11,3;230,8;6,3;0;0;0;0;4,6;26;3929;74;533;180;186;2,6;2,97;3,2;0,6;210,71;1;0,12;0,6;1,16;0,21;0,00241;0,00075;0,00361;0,02201;0,00265;0,00616
"773";"04";"Organic";"Organic";15,4114754098361;6155,8;56;20423;0,846;9,6;7;129;22,6;252,8;12,6;0;0;0;0;4,7;27;2523;88;650;126;117;1,5;4,42;2;0,6;196,63;1;0,12;0,6;1,16;0,21;0,00241;0,00075;0,00361;0,02201;0,00265;0,00692
"774";"05";"Organic";"Organic";14,1227777777778;8258,6;252;18324,5;0,75;24;17,5;114,5;13,3;230,8;31,5;0;0;0;0;4,5;26;3226;83;610;184;175;3,6;4,17;2,7;0,5;192,09;1;0,11;0,57;1,1;0,21;0,00259;0,00065;0,00381;0,02078;0,00259;0,00914
"775";"05";"Organic";"Organic";15,4114754098361;6155,8;56;32311;0,75;14,4;10,5;131,5;23,1;252,8;18,9;0;0;0;0;4,6;27;2277;84;718;123;120;2;6,04;2;0,7;198,99;1;0,11;0,57;1,1;0,21;0,00259;0,00065;0,00381;0,02078;0,00259;0,009
"776";"06";"Organic";"Organic";14,1227777777778;8258,6;252;12772;0,61;24;17,5;114,5;13,3;230,8;31,5;0;0;0;0;4,5;26;2834;111;525;153;156;3,2;4,86;3;0,5;287,54;1,1;0,12;0,56;1,24;0,25;0,00313;0,00073;0,00384;0,0201;0,00302;0,00744
"777";"06";"Organic";"Organic";15,4114754098361;6155,8;56;34370;0,61;16,8;12,25;132,75;23,35;252,8;22,05;0;0;0;0;4,5;27;2153;109;485;142;130;1,9;3,19;2;0,7;199,9;1,1;0,12;0,56;1,24;0,25;0,00313;0,00073;0,00384;0,0201;0,00302;0,009
"778";"07";"Organic";"Organic";14,1227777777778;8258,6;252;6704;1;24;17,5;114,5;13,3;230,8;31,5;0;0;0;0;4,5;26;2614;73;356;166;156;2,4;3,19;2,7;0,6;198,32;1,1;0,12;0,55;1,27;0,24;0,00293;0,00043;0,0039;0,01988;0,003;0,00834
"779";"07";"Organic";"Organic";15,4114754098361;6155,8;56;35071;1;16,8;12,25;132,75;23,35;252,8;22,05;0;0;0;0;4,6;27;2130;58;273;134;126;1,7;3,02;2;0,5;164,65;1,1;0,12;0,55;1,27;0,24;0,00293;0,00043;0,0039;0,01988;0,003;0,009
"780";"08";"Organic";"Organic";14,1227777777778;8258,6;252;13684,5;0,88;24;17,5;114,5;13,3;230,8;31,5;0;0;0;0;4,5;26;2749;67;343;159;138;2,2;1,89;3,2;0,4;174,24;1,1;0,12;0,53;1,27;0,21;0,003;5e-04;0,00364;0,04141;0,00327;0,00948
"781";"08";"Organic";"Organic";15,4114754098361;6155,8;56;13695;0,88;16,8;12,25;132,75;23,35;252,8;22,05;0;0;0;0;4,4;27;2416;46;260;96;116;1,7;1,29;2;0,5;152,4;1,1;0,12;0,53;1,27;0,21;0,003;5e-04;0,00364;0,04141;0,00327;0,00914
"782";"09";"Organic";"Organic";14,1227777777778;8258,6;252;13344,5;0,95;24;17,5;114,5;13,3;230,8;31,5;0;0;0;0;4,2;14;2105;71;402;130;113;2,4;2,48;2,6;0,4;189,45;1,1;0,12;0,57;1,23;0,24;0,00294;0,00083;0,00401;0,03462;0,00285;0,00546
"783";"09";"Organic";"Organic";15,4114754098361;6155,8;56;11420;0,95;16,8;12,25;132,75;23,35;252,8;22,05;0;0;0;0;4,2;15;1770;49;422;103;95;1,5;4,08;2;0,7;244,84;1,1;0,12;0,57;1,23;0,24;0,00294;0,00083;0,00401;0,03462;0,00285;0,0088
"784";"10";"Organic";"Organic";14,1227777777778;8258,6;252;20187,5;1;24;17,5;114,5;13,3;230,8;31,5;0;0;0;0;4,6;14;2549;76;593;101;98;2;2,57;3,4;0,5;196,46;1,05;0,115;0,535;1,21;0,225;0,00294;0,000465;0,00424;0,05081;0,00273;0,00982
"785";"10";"Organic";"Organic";15,4114754098361;6155,8;56;18320;1;12;8,75;130,25;22,85;252,8;15,75;0;0;0;0;4,3;15;1848;75;575;95;89;1,7;2,29;3,4;0,6;169,54;1,05;0,115;0,535;1,21;0,225;0,00294;0,000465;0,00424;0,05081;0,00273;0,0084
"786";"11";"Organic";"Organic";14,1227777777778;8258,6;252;6492;1;14,4;10,5;109,5;12,3;230,8;18,9;0;0;0;0;4,4;14;1581;62;408;118;89;2;2,12;2,7;0,4;110,78;1;0,11;0,53;1,33;0,22;0,00233;0,00042;0,00332;0,01934;0,00283;0,0073155679
"787";"11";"Organic";"Organic";15,4114754098361;6155,8;56;16975;1;16,8;12,25;132,75;23,35;252,8;22,05;0;0;0;0;4,5;15;1816;57;346;117;104;1,1;6,29;2;0,7;122,31;1;0,11;0,53;1,33;0,22;0,00233;0,00042;0,00332;0,01934;0,00283;0,0088
"788";"12";"Organic";"Organic";14,1227777777778;8258,6;252;6354,5;1;9,6;7;107;11,8;230,8;12,6;0;0;0;0;4,4;14;2491;55;345;136;124;2,4;2,07;2,7;0,5;168,14;1;0,12;0,55;1,34;0,25;0,0025;0,00049;0,00347;0,01896;0,00301;0,00536
"789";"12";"Organic";"Organic";15,4114754098361;6155,8;56;23942;1;16,8;12,25;132,75;23,35;252,8;22,05;0;0;0;0;4,5;15;2048;66;606;98;97;1,1;4,53;2,3;0,6;215,62;1;0,12;0,55;1,34;0,25;0,0025;0,00049;0,00347;0,01896;0,00301;0,0087
"790";"13";"Organic";"Organic";14,1227777777778;8258,6;252;18532;1;33,6;24,5;119,5;14,3;230,8;44,1;0;0;0;0;4;14;1301;69;294;130;100;1,9;2,8;2;0,4;136,27;1,1;0,11;0,57;1,2;0,25;0,00271;0,00045;0,00354;0,01856;0,00296;0,00876
"791";"13";"Organic";"Organic";15,4114754098361;6155,8;56;27227;1;16,8;12,25;132,75;23,35;252,8;22,05;0;0;0;0;4,2;15;1715;107;487;149;121;2;4,14;2;0,7;207,73;1,1;0,11;0,57;1,2;0,25;0,00271;0,00045;0,00354;0,01856;0,00296;0,0088
"792";"14";"Organic";"Organic";14,1227777777778;8258,6;252;15466,5;0,98;9,6;7;107;11,8;230,8;12,6;0;0;0;0;4,4;14;1992;76;455;150;116;2,6;4,04;3,1;0,4;180,38;1,1;0,11;0,54;1,27;0,22;0,00241;0,00056;0,00373;0,02242;0,00294;0,00544
"793";"14";"Organic";"Organic";15,4114754098361;6155,8;56;26543;0,98;24;17,5;136,5;24,1;252,8;31,5;0;0;0;0;4,6;15;2275;72;468;110;116;1,5;3,55;2,2;0,7;254,36;1,1;0,11;0,54;1,27;0,22;0,00241;0,00056;0,00373;0,02242;0,00294;0,0088
"794";"EO01";"Conventional";"Sand";17,4342541436464;1166,1;3;27887,0588235294;0,62;0;0;35;0;192,6;0;0;0;0;0;4,58;23;108,6;238,2;1321,4;67,6;17,8;0,66;3,318;2,22;0,46;252,944;1,1;0,13;0,61;0,92;0,21;0,0023;0,00032;0,00692;0,04969;0,00198;0,0049
"795";"S03";"Conventional";"Sand";17,4342541436464;1166,1;3;37118,0392156863;0,68;0;0;25;0;279;0;0;0;0;0;4,76;8;103,8;184,8;1179;63,8;15,2;0,54;2,818;2,34;0,54;223,822;1,2;0,13;0,63;1,02;0,21;0,00321;0,00039;0,01189;0,04938;0,00209;0,0085
"796";"S04";"Conventional";"Sand";17,4342541436464;1166,1;3;25360,9259259259;0,44;0;0;35;0;12,6;0;0;0;0;0;4,58;22;108,6;238,2;1321,4;67,6;17,8;0,66;3,318;2,22;0,46;252,944;1,3;0,14;0,66;0,84;0,22;0,00309;0,00029;0,00623;0,04435;0,00154;0,0049
"797";"S06";"Conventional";"Sand";17,4342541436464;1166,1;3;19920;0,32;0;0;35;0;12,6;0;0;0;0;0;4,64;19;108,4;218,6;1173,6;65,2;17,2;0,62;3,15;2,02;0,48;256,346;1,2;0,14;0,72;0,74;0,21;0,00338;0,00032;0,00478;0,04715;0,00163;0,0045
"798";"S08";"Conventional";"Sand";17,4342541436464;1166,1;3;15288,7179487179;0,61;0;0;35;0;192,6;0;0;0;0;0;4,64;15;108,4;218,6;1173,6;65,2;17,2;0,62;3,15;2,02;0,48;256,346;1,2;0,15;0,7;0,95;0,21;0,00571;0,00032;0,00668;0,04585;0,00169;0,0076
"799";"T01";"Conventional";"Sand";17,4342541436464;1166,1;3;20645,4385964912;0,779;0;0;35;0;462,6;0;0;0;0;0;4,68;12;107,6;223,2;1235,4;72,4;16,8;0,64;3,102;2,28;0,52;242,984;1,1;0,13;0,69;0,97;0,19;0,00617;0,00028;0,0061;0,0304;0,00143;0,0066
"800";"T02";"Conventional";"Sand";17,4342541436464;1166,1;3;21723,5593220339;0,868;0;0;35;0;462,6;0;0;0;0;0;4,72;10;107,6;209;1188,2;73,6;16,8;0,62;3,112;2,44;0,54;236,606;1,1;0,12;0,75;0,95;0,17;0,0055;0,00035;0,00849;0,02328;0,00125;0,0077
"801";"A02";"Organic";"Sand";14,1227777777778;8258,6;252;7000;0,238095238095238;46,83072;34,1474;113,33984;9,30128;219,82116;61,46532;0,52316;1,04632;0;0;5,1;22;355;164;1339;87;30;0,7;0,93;2;0,6;376,67;1;0,16;0,67;0,85;0,22;0,00313;0,00035;0,00643;0,045;0,00157;0,00544766784
