"";"Champs";"Regie";"Soil_type";"mean_temp";"total_precip";"frozen";"Rendement";"Pureté";"N_Fert";"P_Fert";"K_Fert";"Mg_Fert";"S_Fert";"Ca_Fert";"Zn_Fert";"Cu_Fert";"B_Fert";"Mn_Fert";"PhEau";"Age";"Ca_Sol (ppm)";"P_Sol (ppm)";"Al_Sol (ppm)";"K_Sol (ppm)";"Mg_Sol (ppm)";"Zn_Sol (ppm)";"Cu_Sol (ppm)";"Mn_Sol (ppm)";"B_Sol (ppm)";"Fe_Sol (ppm)";"N_Fol (%)";"P_Fol (%)";"K_Fol (%)";"Ca_Fol (%)";"Mg_Fol (%)";"B_Fol (%)";"Cu_Fol (%)";"Fe_Fol (%)";"Mn_Fol (%)";"Zn_Fol (%)";"Al_Fol (%)"
"84";"B05";"Organic";"Organic";15,4114754098361;6155,8;56;28647;1;38,688;28,21;95,15;4,03;27;50,778;0;0;0;0;4,3;20;353;172;1250;61;36;1,4;1,29;2;0,8;137,55;1,1;0,12;0,56;1,18;0,28;0,00424;0,00051;0,00631;0,05337;0,00401;0,0089
"85";"C01";"Organic";"Organic";13,6818681318681;9125,2;112;30692;0,96551724137931;31,0848;22,666;115,7723;3,238;36,9156;40,7988;0;2,2155;0;0;4,2;16;333;138;728;85;53;1,9;3,54;2;0,4;165,72;1,3;0,1;0,39;1,68;0,29;0,00568;0,00039;0,00822;0,02035;0,00395;0,017432
"86";"C01";"Organic";"Organic";14,1227777777778;8258,6;252;16988;0,96551724137931;34,9872;25,5115;115,3461;9,1729;42,5048;45,9207;0;0,7588;0;0;4,9;17;358;144;1119;121;63;2;1,82;2;0,5;183,98;1,2;0,12;0,52;1,07;0,22;0,00351;0,00035;0,00486;0,01202;0,00275;0,00742
"87";"C01";"Organic";"Organic";15,4114754098361;6155,8;56;28942;0,96551724137931;31,0848;22,666;70,39;3,238;202,752;40,7988;0;0;0;0;4,5;18;342;94;700;90;59;1,4;4,15;2;0,8;150,42;1,1;0,1;0,52;1,32;0,23;0,00333;0,00045;0,00513;0,021;0,00333;0,00858
"88";"C02";"Organic";"Organic";13,6818681318681;9125,2;112;32711;0,942307692307692;29,2032;21,294;112,3702;3,042;35,8904;38,3292;0;1,897;0;0;4,1;16;314;152;810;99;57;2,4;2,83;2;0,5;222,89;1,3;0,09;0,43;1,34;0,26;0,00505;0,00038;0,00722;0,01716;0,00369;0,017432
"89";"C02";"Organic";"Organic";14,1227777777778;8258,6;252;14609;0,942307692307692;34,4112;25,0915;110,7981;8,5009;40,1408;45,1647;0;0,6748;0;0;4,8;17;347;129;983;178;69;2,7;1,72;2;0,6;211,7;1,1;0,1;0,48;1,17;0,21;0,00336;0,00038;0,00504;0,01248;0,00292;0,0162488
"90";"C02";"Organic";"Organic";15,4114754098361;6155,8;56;29561;0,942307692307692;30,2448;22,0535;65,4525;3,1505;194,112;39,6963;0;0;0;0;4,5;18;371;91;650;88;68;1,9;1,72;2;0,9;155,42;1;0,1;0,54;1,21;0,23;0,00346;4e-04;0,00479;0,02042;0,0028;0,009
"91";"C03";"Organic";"Organic";13,6818681318681;9125,2;112;34730;0,956521739130435;29,784;21,7175;115,4657;3,1025;36,9464;39,0915;0;2,002;0;0;4,2;17;294;162;939;103;53;2,4;2,54;2;0,5;233,55;1,3;0,1;0,39;1,25;0,24;0,00536;0,00034;0,00714;0,01701;0,00351;0,0181732
"92";"C03";"Organic";"Organic";14,1227777777778;8258,6;252;29549;0,956521739130435;34,9872;25,5115;110,7961;9,1729;40,8668;45,9207;0;0,7588;0;0;5;18;381;162;996;144;60;2,7;2,01;2,3;0,6;213,21;1,1;0,12;0,57;0,96;0,2;0,00316;0,00035;0,00523;0,01424;0,00217;0,0140342
"93";"C03";"Organic";"Organic";15,4114754098361;6155,8;56;23084;0,956521739130435;30,9984;22,603;65,845;3,229;202,212;40,6854;0;0;0;0;4,7;19;342;144;841;106;57;2;2,7;2;0,9;209,56;0,9;0,09;0,61;0,99;0,17;0,00325;0,00038;0,00659;0,01851;0,00218;0,0088
"94";"C04";"Organic";"Organic";13,6818681318681;9125,2;112;34437;0,775862068965517;29,0592;21,189;112,0882;3,027;35,8664;38,1402;0;2,002;0;0;4,3;17;266;135;776;82;43;2,1;2,59;2;0,4;189,6;1,3;0,11;0,45;1,25;0,24;0,00522;0,00035;0,00772;0,01583;0,00335;0,017432
"95";"C04";"Organic";"Organic";14,1227777777778;8258,6;252;16987;0,775862068965517;34,1232;24,8815;113,3461;9,0829;41,9468;44,7867;0;0,7588;0;0;4,9;18;408;153;1061;135;66;2,8;2,02;2,6;0,6;253,2;1,1;0,12;0,55;0,92;0,2;0,00331;0,00035;0,00484;0,01333;0,00252;0,0147854
"96";"C04";"Organic";"Organic";15,4114754098361;6155,8;56;25558;0,775862068965517;30,8544;22,498;65,77;3,214;198,432;40,4964;0;0;0;0;4,9;19;353;154;883;85;53;1,9;2,86;2;1;218,73;1;0,1;0,59;0,99;0,19;0,00309;0,00038;0,00515;0,01995;0,00239;0,0088
"97";"C05";"Organic";"Organic";13,6818681318681;9125,2;112;32153;0,902777777777778;28,3392;20,664;113,4202;2,952;36,4304;37,1952;0;1,897;0;0;4,1;18;389;154;828;95;57;2,6;1,66;2,7;0,5;230,64;1,3;0,1;0,39;1,35;0,27;0,00494;0,00035;0,00841;0,03188;0,00377;0,0179628
"98";"C05";"Organic";"Organic";14,1227777777778;8258,6;252;26265;0,902777777777778;33,9792;24,7765;112,6471;8,7619;41,3048;44,5977;0;0,7168;0;0;4,6;19;364;200;890;104;53;2,4;4,96;2,7;0,5;232,57;1,1;0,1;0,51;0,99;0,23;0,00332;0,00039;0,00583;0,02574;0,00306;0,00804
"99";"C05";"Organic";"Organic";15,4114754098361;6155,8;56;27893;0,902777777777778;31,4592;22,939;66,085;3,277;197,892;41,2902;0;0;0;0;4,6;20;367;124;679;57;50;2;1,97;2;0,8;251,41;1,1;0,11;0,59;1,13;0,23;0,00355;0,00041;0,00541;0,03033;0,00315;0,00796
"100";"D01";"Organic";"Sand";13,6818681318681;9125,2;112;22309;0,918032786885246;63,4092;43,4515;130,8826;6,0895;293,9512;76,7277;0;1,9985;0;0;4,6;17;149;259;1356;73;21;1,6;1,69;2;0,5;211,53;1,3;0,13;0,5;1,26;0,25;0,00492;0,00039;0,00844;0,03181;0,00337;0,0143572
"101";"D01";"Organic";"Sand";14,1227777777778;8258,6;252;9041;0,918032786885246;38,7408;28,2485;115,6775;9,1355;286,676;50,8473;0;0,7;0;0;5,9;18;2592;156;1750;91;107;3,6;1,05;5,8;0,5;162,97;1,1;0,17;0,68;1,11;0,25;0,00353;0,00047;0,00458;0,02366;0,00299;0,0075
"102";"D01";"Organic";"Sand";15,4114754098361;6155,8;56;22795;0,918032786885246;48,5952;35,434;103,86;5,062;28,278;63,7812;0;0;0;0;4,6;19;107;501;1413;64;20;0,7;3,29;2;0,6;313,38;1;0,15;0,66;1,22;0,27;0,00342;0,00042;0,00428;0,03221;0,00287;0,00806
"103";"D02";"Organic";"Sand";13,6818681318681;9125,2;112;25841;0,930555555555556;49,656;36,2075;122,6813;5,1725;296,1476;65,1735;0;1,918;0;0;4,4;17;139;235;1289;63;18;0,9;1,32;2;0,6;207,81;1,3;0,13;0,49;1,2;0,25;0,00518;0,00036;0,00925;0,03583;0,00323;0,0163396
"104";"D02";"Organic";"Sand";14,1227777777778;8258,6;252;9732;0,930555555555556;38,9136;28,3745;119,8667;9,3983;200,6456;51,0741;0;0,7336;0;0;4,6;18;220;253;1347;126;33;2,1;3,35;2,8;0,6;259,18;1,1;0,16;0,69;1,12;0,25;0,00421;0,00041;0,00572;0,02672;0,00284;0,00784
"105";"D02";"Organic";"Sand";15,4114754098361;6155,8;56;24461;0,930555555555556;48,48;35,35;101,45;5,05;27,432;63,63;0;0;0;0;4,6;19;100;282;1450;55;15;0,7;2,46;2;0,7;268,04;1,1;0,15;0,61;1,25;0,28;0,00409;0,00043;0,005;0,03805;0,00286;0,008
"106";"D03";"Organic";"Sand";13,6818681318681;9125,2;112;26455;0,888888888888889;49,0896;35,7945;123,9776;5,1135;299,9992;64,4301;0;1,9985;0;0;4,7;17;174;346;1125;87;25;1,6;2,4;2;0,5;256,51;1,3;0,12;0,5;1,18;0,23;0,00471;0,00035;0,0109;0,03957;0,00291;0,0169836
"107";"D03";"Organic";"Sand";14,1227777777778;8258,6;252;10071;0,888888888888889;39,0288;28,4585;118,1267;9,4103;208,5476;51,2253;0;0,7336;0;0;4,5;18;196;375;1193;90;32;1,9;2,8;2,6;0,5;237,96;1,1;0,15;0,67;1,11;0,22;0,00341;0,00043;0,00697;0,02008;0,00251;0,0093184
"108";"D03";"Organic";"Sand";15,4114754098361;6155,8;56;25316;0,888888888888889;48,3216;35,2345;99,5675;5,0335;26,784;63,4221;0;0;0;0;4,7;19;128;375;1089;72;22;1,1;2,37;2;0,8;285,88;1;0,14;0,64;1,14;0,25;0,00403;0,00043;0,00621;0,03534;0,00274;0,00786
"109";"D04";"Organic";"Sand";13,6818681318681;9125,2;112;26744;0,87037037037037;48,7488;35,546;121,6088;5,078;301,2416;63,9828;0;1,918;0;0;4,7;16;205;261;981;82;28;2,8;2,89;2,5;0,4;210,4;1,4;0,13;0,55;1,12;0,25;0,00515;0,00038;0,01105;0,03662;0,00308;0,01775
"110";"D04";"Organic";"Sand";14,1227777777778;8258,6;252;3893;0,87037037037037;34,5744;25,2105;115,5571;8,8239;209,3708;45,3789;0;0,7168;0;0;4,4;17;171;407;1083;105;32;2,1;2,74;2,2;0,3;270,24;1,1;0,15;0,68;1,02;0,24;0,00445;0,00038;0,00744;0,02798;0,00276;0,00816
"111";"D04";"Organic";"Sand";15,4114754098361;6155,8;56;32723;0,87037037037037;58,0944;42,3605;107,6575;6,0515;27,864;76,2489;0;0;0;0;4,5;18;107;425;1201;65;20;0,9;3,72;2;0,6;278,17;1;0,13;0,64;1,13;0,28;0,00427;4e-04;0,00617;0,03658;0,00287;0,00764
"112";"D05";"Organic";"Sand";13,6818681318681;9125,2;112;26590;0,538461538461538;47,6448;34,741;122,3854;4,963;294,7688;62,5338;0;2,044;0;0;4,7;16;141;238;1133;77;22;1,3;2,47;2;0,5;204,87;1,3;0,14;0,54;1,23;0,25;0,00578;0,00037;0,01008;0,03048;0,0029;0,017392
"113";"D05";"Organic";"Sand";14,1227777777778;8258,6;252;10187;0,538461538461538;33,6432;24,5315;115,0921;8,9819;210,8058;44,1567;0;0,7518;0;0;4,7;17;139;284;1211;84;24;1,7;2,87;2;0,5;220,01;1,1;0,15;0,7;1,19;0,26;0,00453;0,00039;0,00786;0,02921;0,00381;0,00528
"114";"D05";"Organic";"Sand";15,4114754098361;6155,8;56;39864;0,538461538461538;56,8608;41,461;104,865;5,923;27,09;74,6298;0;0;0;0;4,8;18;100;379;1111;57;18;1,1;2,63;2;0,6;262,21;0,9;0,12;0,67;1,12;0,23;0,00369;0,00042;0,00535;0,02175;0,00261;0,00846
"115";"D06";"Organic";"Sand";13,6818681318681;9125,2;112;23673;0,966666666666667;39,8736;29,0745;114,7639;4,1535;268,7548;52,3341;0;1,904;0;0;4,8;15;125;247;1357;67;17;1;1,47;2;0,4;197,53;1,4;0,13;0,55;1,34;0,25;0,00538;0,00033;0,00875;0,04164;0,00282;0,0171004
"116";"D06";"Organic";"Sand";14,1227777777778;8258,6;252;8478;0,966666666666667;46,3488;33,796;113,44;9,928;294,074;60,8328;0;0,7;0;0;4,7;16;157;203;1369;96;27;1,6;2,44;2;0,4;218,21;1;0,15;0,72;1,23;0,23;0,00425;0,00043;0,00593;0,02261;0,00379;0,0127492
"117";"D06";"Organic";"Sand";15,4114754098361;6155,8;56;23722;0,966666666666667;47,6736;34,762;99,28;4,966;26,802;62,5716;0;0;0;0;4,5;17;113;355;1392;74;19;1;2,61;2;0,5;250,56;1;0,12;0,67;1,26;0,24;0,00392;0,00039;0,00562;0,03842;0,00228;0,0082
"118";"D07";"Organic";"Sand";13,6818681318681;9125,2;112;27658;1;47,4624;34,608;122,6422;4,944;301,6984;62,2944;0;1,967;0;0;4,7;15;114;238;1292;71;20;1,2;1,59;2;0,3;200,59;1,3;0,12;0,55;1,13;0,24;0,00457;0,00042;0,00753;0,02157;0,0028;0,0143114
"119";"D07";"Organic";"Sand";14,1227777777778;8258,6;252;8175;1;38,2224;27,8705;118,2079;8,9591;311,0972;50,1669;0;0,6832;0;0;4,6;16;150;346;1065;83;26;1,4;2,88;2;0,3;233,29;1,2;0,14;0,68;1,08;0,25;0,00449;4e-04;0,0056;0,02263;0,00284;0,00876
"120";"D07";"Organic";"Sand";15,4114754098361;6155,8;56;24301;1;57,0576;41,6045;104,1175;5,9435;26,784;74,8881;0;0;0;0;4,8;17;104;243;1473;56;15;0,7;2,55;2;0,8;212,8;1;0,15;0,7;1,11;0,26;0,00497;0,00044;0,00545;0,03545;0,00308;0,00774
"121";"D08";"Organic";"Sand";13,6818681318681;9125,2;112;23599;0,944444444444444;46,5216;33,922;121,0781;4,846;303,4532;61,0596;0;1,9285;0;0;4,8;15;100;188;1446;68;17;1;2,36;2;0,4;249,97;1,4;0,12;0,59;1,26;0,25;0,00537;0,00045;0,00826;0,02912;0,0032;0,0149206
"122";"D08";"Organic";"Sand";14,1227777777778;8258,6;252;6795;0,944444444444444;37,7856;27,552;114,3504;9,1686;304,2882;49,5936;0;0,7182;0;0;4,7;16;141;221;1180;89;24;1,7;2,04;2;0,4;238,82;1,2;0,15;0,66;1,1;0,25;0,00447;0,00039;0,00572;0,02591;0,00293;0,00944
"123";"D08";"Organic";"Sand";15,4114754098361;6155,8;56;28141;0,944444444444444;57,6432;42,0315;106,2725;6,0045;27,45;75,6567;0;0;0;0;4,6;17;122;366;1478;69;20;1,1;2,58;2;0,7;274,9;1;0,14;0,69;1,07;0,25;0,00401;4e-04;0,00457;0,03006;0,00315;0,00794
"124";"D09";"Organic";"Sand";13,6818681318681;9125,2;112;23460;1;45,696;33,32;118,7257;4,76;295,4644;59,976;0;1,9145;0;0;4,7;15;113;238;1311;71;20;1,3;3,77;2;0,3;217,1;1,3;0,12;0,56;1,24;0,24;0,00501;0,00045;0,00753;0,0281;0,00324;0,0162682
"125";"D09";"Organic";"Sand";14,1227777777778;8258,6;252;12566;1;37,1232;27,069;110,619;8,763;299,91;48,7242;0;0,672;0;0;4,8;16;132;177;1461;85;19;1,4;1,31;2;0,4;244,86;1,1;0,14;0,69;1,08;0,24;0,00435;0,00041;0,00544;0,02325;0,00288;0,014053
"126";"D09";"Organic";"Sand";15,4114754098361;6155,8;56;26108;1;56,8416;41,447;104,655;5,921;27,018;74,6046;0;0;0;0;4,6;17;137;261;1507;70;20;1,3;2,36;2;0,6;245,89;1;0,13;0,65;1;0,24;0,00343;0,00036;0,00439;0,0278;0,00263;0,013209
"127";"D10";"Organic";"Sand";13,6818681318681;9125,2;112;26948;0,896551724137931;47,6592;34,7515;120,8291;4,9645;299,1592;62,5527;0;2,051;0;0;4,8;15;111;337;1197;78;21;2,3;2,53;2;0,3;212,29;1,2;0,11;0,56;1,22;0,24;0,00495;4e-04;0,00832;0,03988;0,00318;0,0155996
"128";"D10";"Organic";"Sand";14,1227777777778;8258,6;252;12457;0,896551724137931;37,5024;27,3455;110,9237;9,1493;302,3116;49,2219;0;0,7196;0;0;4,5;16;147;314;1162;98;26;1,9;3,76;2,3;0,4;225,11;1,1;0,14;0,63;1,14;0,24;0,00449;0,00044;0,00551;0,02788;0,00326;0,00888
"129";"D10";"Organic";"Sand";15,4114754098361;6155,8;56;29774;0,896551724137931;57,048;41,5975;102,5625;5,9425;26,226;74,8755;0;0;0;0;4,7;17;100;236;1587;51;15;0,6;2,54;2;0,5;268,13;1;0,14;0,64;0,97;0,25;0,00372;0,00037;0,00411;0,02325;0,00248;0,0079
"130";"D11";"Organic";"Sand";13,6818681318681;9125,2;112;25593;1;47,4192;34,5765;124,0905;4,9395;297,134;62,2377;0;1,855;0;0;4,8;15;129;259;1296;73;22;1,4;3,03;2;0,3;212,37;1,3;0,13;0,61;1,23;0,25;0,00519;4e-04;0,00905;0,03664;0,00325;0,0170236
"131";"D11";"Organic";"Sand";14,1227777777778;8258,6;252;13625;1;45,9696;33,5195;114,0185;9,5825;310,316;60,3351;0;0,658;0;0;4,5;16;122;350;1252;103;23;1,6;3,49;2;0,5;280,01;1,1;0,14;0,7;0,98;0,22;0,00418;0,00039;0,00541;0,02015;0,00256;0,0153042
"132";"D11";"Organic";"Sand";15,4114754098361;6155,8;56;27077;1;47,928;34,9475;101,4625;4,9925;27,54;62,9055;0;0;0;0;4,5;17;100;337;1425;56;15;0,6;2,16;2;0,7;303,82;1;0,14;0,76;1,1;0,27;0,00452;0,00042;0,00546;0,0322;0,00294;0,0117328
"133";"E01";"Organic";"Sand";13,6818681318681;9125,2;112;27475;0,967213114754098;46,32;33,775;121,6093;4,825;569,7256;60,795;0;1,9355;0;0;4,8;14;100;171;1321;62;15;0,9;2,07;2;0,4;178,77;1,3;0,12;0,61;1,18;0,24;0,00476;4e-04;0,00871;0,02366;0,00294;0,0145626
"134";"E01";"Organic";"Sand";14,1227777777778;8258,6;252;12509;0,967213114754098;46,776;34,1075;118,2997;10,0643;314,8586;61,3935;0;0,7126;0;0;4,5;15;187;337;1236;121;29;2,5;5,49;2,8;0,4;214,46;1,2;0,15;0,7;1,16;0,23;0,00497;0,00041;0,00598;0,02306;0,00299;0,0046
"135";"E01";"Organic";"Sand";15,4114754098361;6155,8;56;30155;0,967213114754098;47,2032;34,419;103,085;4,917;28,26;61,9542;0;0;0;0;5,2;16;155;385;1293;70;19;1,2;4,24;2;0,6;218,86;1,1;0,16;0,85;1,05;0,24;0,00482;0,00042;0,0058;0,04473;0,00278;0,01022
"136";"E02";"Organic";"Sand";13,6818681318681;9125,2;112;24834;0,901639344262295;46,3536;33,7995;122,8095;4,8285;562,26;60,8391;0;1,995;0;0;4,7;14;170;302;1081;81;24;1,7;2,28;2,3;0,4;173;1,1;0,11;0,62;1,17;0,24;0,00422;0,00036;0,00851;0,02203;0,00313;0,0130306
"137";"E02";"Organic";"Sand";14,1227777777778;8258,6;252;12355;0,901639344262295;47,4528;34,601;119,2394;10,2266;313,5752;62,2818;0;0,7252;0;0;4,6;15;168;267;1495;91;27;2,1;4,55;2,1;0,5;237,46;1,2;0,14;0,66;1,19;0,25;0,0044;4e-04;0,00537;0,02644;0,00295;0,00808
"138";"E02";"Organic";"Sand";15,4114754098361;6155,8;56;28136;0,901639344262295;47,7024;34,783;99,845;4,969;27;62,6094;0;0;0;0;5;16;100;226;1485;48;15;0,6;2,6;2;0,6;183,2;1;0,14;0,74;1,16;0,27;0,00444;0,00043;0,00561;0,0473;0,00294;0,009
"139";"E03";"Organic";"Sand";13,6818681318681;9125,2;112;26636;1;47,2896;34,482;124,7418;4,926;575,3936;62,0676;0;2,023;0;0;4,9;14;168;189;1592;84;24;1,3;2,17;2,1;0,4;240,91;1,3;0,12;0,54;1,35;0,26;0,00481;0,00042;0,00976;0,02802;0,00349;0,0155608
"140";"E03";"Organic";"Sand";14,1227777777778;8258,6;252;11055;1;48,4848;35,3535;122,3809;10,3851;306,4822;63,6363;0;0,7322;0;0;4,7;15;115;213;1549;80;19;1,3;2,46;2;0,3;259,36;1,1;0,15;0,67;1,13;0,27;0,00463;0,00037;0,00725;0,02773;0,00301;0,0164706
"141";"E03";"Organic";"Sand";15,4114754098361;6155,8;56;23951;1;48,0912;35,0665;74,1475;5,0095;17,676;63,1197;0;0;0;0;4,9;16;104;337;1379;74;19;1,1;3,56;2;0,5;247,14;1,2;0,15;0,67;1,1;0,25;0,00471;0,00037;0,00669;0,0452;0,00292;0,0095516
"142";"E04";"Organic";"Sand";13,6818681318681;9125,2;112;28763;1;48,624;35,455;126,323;5,065;307,336;63,819;0;2,03;0;0;5;14;100;256;1150;69;15;1;1,43;2;0,4;205,38;1,2;0,12;0,67;1,13;0,24;0,00473;0,00034;0,00835;0,02502;0,00331;0,0162516
"143";"E04";"Organic";"Sand";14,1227777777778;8258,6;252;12125;1;48,384;35,28;122,724;10,446;307,982;63,504;0;0,742;0;0;4,4;15;178;336;1189;114;30;2,3;3,03;2,7;0,4;245,55;1,2;0,17;0,74;1,02;0,24;0,00525;0,00041;0,0073;0,02398;0,00304;0,00902
"144";"E04";"Organic";"Sand";15,4114754098361;6155,8;56;31623;1;47,952;34,965;75,975;4,995;18,36;62,937;0;0;0;0;4,6;16;122;411;1206;83;25;1,6;3,65;2;0,6;218,1;1,1;0,16;0,76;0,95;0,23;0,00497;0,00033;0,00716;0,04524;0,00264;0,00848
"145";"E05";"Organic";"Sand";13,6818681318681;9125,2;112;28696;0,955223880597015;53,0064;38,6505;127,8313;5,5215;317,8876;69,5709;0;2,093;0;0;4,7;14;153;283;927;78;25;1,4;3,6;2;0,3;185,04;1,4;0,11;0,6;1,16;0,24;0,00508;0,00037;0,00728;0,03917;0,00302;0,01775
"146";"E05";"Organic";"Sand";14,1227777777778;8258,6;252;12625;0,955223880597015;48,4704;35,343;122,2738;10,2612;314,0194;63,6174;0;0,7154;0;0;4,6;15;193;317;1018;109;33;2,6;3,43;2,9;0,4;251,85;1,2;0,17;0,78;1,08;0,26;0,00598;0,00048;0,00759;0,03537;0,00313;0,00484
"147";"E05";"Organic";"Sand";15,4114754098361;6155,8;56;25527;0,955223880597015;34,2816;24,997;66,755;3,571;17,604;44,9946;0;0;0;0;4,7;16;100;262;1292;68;19;1;3,04;2;0,5;213,97;1,1;0,17;0,78;0,99;0,24;0,00471;0,00038;0,00596;0,03713;0,0028;0,00824
"148";"E06";"Organic";"Sand";13,6818681318681;9125,2;112;24204;0,943396226415094;53,7516;36,4095;128,687;5,0835;318,592;64,0521;0;2,0825;0;0;4,8;14;136;202;1166;69;21;1,3;1,85;2;0,4;212,8;1,3;0,13;0,64;1,08;0,23;0,00459;0,00037;0,00768;0,02917;0,00303;0,0180508
"149";"E06";"Organic";"Sand";14,1227777777778;8258,6;252;10988;0,943396226415094;48,8016;35,5845;124,4167;10,4283;309,6896;64,0521;0;0,7336;0;0;4,6;15;115;239;1418;75;24;0,9;2,84;2;0,5;227,03;1,1;0,15;0,84;1,03;0,23;0,00497;0,00042;0,00599;0,03642;0,00256;0,0178888
"150";"E06";"Organic";"Sand";15,4114754098361;6155,8;56;25575;0,943396226415094;44,2272;32,249;74,235;4,607;18,432;58,0482;0;0;0;0;4,7;16;103;268;1177;58;20;0,8;2,96;2;0,6;212,43;1,1;0,13;0,7;0,98;0,24;0,0041;0,00037;0,00521;0,04262;0,00223;0,00948
"151";"E07";"Organic";"Sand";13,6818681318681;9125,2;112;21675;0,94;53,3868;36,1435;122,7074;5,0455;308,1108;63,5733;0;2,0265;0;0;4,8;14;119;235;1176;63;19;1,2;2,78;2;0,3;183,49;1,2;0,13;0,64;1,06;0,22;0,00402;0,00034;0,0072;0,02423;0,00256;0,015576
"152";"E07";"Organic";"Sand";14,1227777777778;8258,6;252;16421;0,94;48,4416;35,322;120,3708;10,4112;310,3984;63,5796;0;0,7364;0;0;4,7;15;154;260;1481;81;26;1,4;2,92;2,1;0,5;283,43;1,2;0,16;0,77;1,06;0,24;0,00472;0,00046;0,00572;0,03538;0,00273;0,00752
"153";"E07";"Organic";"Sand";15,4114754098361;6155,8;56;20593;0,94;58,3008;42,511;81,015;6,073;18,234;76,5198;0;0;0;0;4,5;16;109;352;1140;68;25;1;3,6;2;0,5;215,5;1;0,15;0,76;0,98;0,24;0,00383;0,00039;0,00505;0,03767;0,00226;0,0086
"154";"B10";"Conventional";"Sand";15,4114754098361;6155,8;56;22156;0,74;35,75;35,75;88,25;0;64;0;0;0;0;0;4,6;14;99;135;850;51;14;0,5;2,31;1;0,4;278,49;1,3;0,14;0,61;1,03;0,21;0,00288;0,00042;0,00563;0,06295;0,00187;0,0071
"155";"01";"Organic";"Organic";13,893956043956;780,2;26;9196;0,606;12;8,75;90,25;9,35;220,8;15,75;0;0;0;0;4,54;21,4;296,2;56,2;339,8;48,6;41,2;1,1;1,114;1,9;0,34;279,034;1,1;0,12;0,56;0,9;0,23;0,00242;0,00085;0,02324;0,041;0,00174;0,007
"156";"02";"Organic";"Organic";13,893956043956;780,2;26;9196;0,95;12;8,75;73,75;1,25;204,3;15,75;0;0;0;0;4,9;19,6;234;203;512;40;37;2,1;1,49;2;0,3;449,5;1,2;0,13;0,77;0,98;0,27;0,00304;0,00124;0,04291;0,05948;0,00207;0,0079
"157";"03";"Organic";"Organic";13,893956043956;780,2;26;6130;0,804;9,6;7;97,5;1;213,3;12,6;0;0;0;0;4,66;21,2;335,6;78,6;374,8;47,4;42,8;1,5;1,26;1,98;0,34;329,064;1,2;0,13;0,61;1,1;0,3;0,00388;0,00084;0,03113;0,04837;0,00222;0,0076
"158";"04";"Organic";"Organic";13,893956043956;780,2;26;9196;0,624;16,8;12,25;92,75;9,85;220,8;22,05;0;0;0;0;5;21,6;321;93;265;45;45;1,8;1,79;2;0,5;366,2;1,2;0,13;0,57;0,78;0,23;0,00218;0,00088;0,0113;0,0264;0,00157;0,0048
"159";"05";"Organic";"Organic";13,893956043956;780,2;26;9196;0,748;16,8;12,25;101,25;1,75;213,3;22,05;0;0;0;0;4,78;23,2;291,6;104,2;301,2;49;43,8;1,48;1,554;1,96;0,44;364,446;1,1;0,13;0,56;0,99;0,24;0,0031;9e-04;0,03521;0,04602;0,00176;0,0069
"160";"06";"Organic";"Organic";13,893956043956;780,2;26;10728;0,676;16,8;12,25;92,75;9,85;220,8;22,05;0;0;0;0;5,1;21,6;259;105;256;52;42;1,3;2,14;2;0,4;389,5;1,1;0,13;0,48;0,89;0,22;0,00195;0,00073;0,01466;0,0361;0,00178;0,0058
"161";"07";"Organic";"Organic";13,893956043956;780,2;26;12261;0,8766;28,8;21;107,5;3;213,3;37,8;0;0;0;0;4,56;22,2;338,2;94,8;302,8;44,4;42,2;1,76;1,344;1,92;0,34;401,902;1,3;0,13;0,57;0,99;0,26;0,00246;0,00083;0,03323;0,0638;0,00259;0,008
"162";"08";"Organic";"Organic";13,893956043956;780,2;26;12261;0,933;28,8;21;107,5;3;213,3;37,8;0;0;0;0;4,3;19,2;365;91;287;41;41;1,6;1,35;1,9;0,4;468,63;1,2;0,13;0,53;1,02;0,24;0,00305;0,00088;0,03569;0,06824;0,00289;0,0087
"163";"09";"Organic";"Organic";13,893956043956;780,2;26;12261;0,966;24;17,5;117,5;2,5;217,8;31,5;0;0;0;0;4,56;17,2;348,2;96,4;313,2;45,4;44,8;1,74;1,44;1,98;0,36;426,522;1,2;0,13;0,5;0,9;0,23;0,002;0,00076;0,03456;0,05557;0,00263;0,0079
"164";"10";"Organic";"Organic";13,893956043956;780,2;26;8153;0,8692;24;17,5;96,5;10,6;220,8;31,5;0;0;0;0;4,5;17,2;276;91;307;43;40;1,4;1,51;1,9;0,4;394,74;1,1;0,13;0,62;0,9;0,23;0,00244;0,00113;0,0297;0,05188;0,00194;0,0081
"165";"11";"Organic";"Organic";13,893956043956;780,2;26;10728;0,615;24;17,5;96,5;10,6;220,8;31,5;0;0;0;0;4,5;17,4;353,8;57;251,4;50,4;48,2;1,46;1,292;1,96;0,34;367,766;1,1;0,12;0,49;0,92;0,21;0,00195;0,00089;0,02292;0,04627;0,00211;0,0075
"166";"12";"Organic";"Organic";13,893956043956;780,2;26;8153;0,919;21,6;15,75;116,25;2,25;217,8;28,35;0;0;0;0;4,6;18,8;485;48;209;40;46;2,4;1,6;1,9;0,3;400,77;1,3;0,13;0,5;1,03;0,23;0,00201;0,00076;0,02081;0,05381;0,00252;0,0068
